FromID,ToID,Relation_value,Relation_type
29006,6567,0.0438,ORorBETA
29006,6569,0.0334,ORorBETA
29006,6571,0.0296,ORorBETA
29006,6573,0.031,ORorBETA
29006,6575,0.0338,ORorBETA
29006,6577,0.0433,ORorBETA
29006,6579,0.0254,ORorBETA
29006,6581,0.0348,ORorBETA
29006,6583,0.0266,ORorBETA
29006,6585,0.0231,ORorBETA
29006,6587,0.0478,ORorBETA
29006,15582,0.0247,ORorBETA
29006,20353,0.063,ORorBETA
29006,7202,0.0331,ORorBETA
29006,6617,0.0482,ORorBETA
29006,10117,0.0325,ORorBETA
29006,7299,0.0292,ORorBETA
29006,11005,0.032,ORorBETA
29006,18717,0.0306,ORorBETA
29006,21418,0.0189605,ORorBETA
29006,21419,0.0250916,ORorBETA
29006,21420,0.0239119,ORorBETA
29006,21422,0.0910257,ORorBETA
29006,10918,0.0837249,ORorBETA
29006,21423,0.0948226,ORorBETA
29006,21424,0.0170743,ORorBETA
29006,21425,0.0214887,ORorBETA
29006,21426,0.0707186,ORorBETA
29006,21427,0.0337117,ORorBETA
29006,21428,0.0333816,ORorBETA
29006,21429,0.0354796,ORorBETA
29006,19018,0.0206971,ORorBETA
29006,21430,0.0349734,ORorBETA
29006,21431,0.0377437,ORorBETA
29006,21432,0.0286974,ORorBETA
29006,18720,0.0413263,ORorBETA
29006,19445,0.0279052,ORorBETA
29006,17579,0.0464833,ORorBETA
29006,21433,0.045855,ORorBETA
29006,21434,0.0367251,ORorBETA
29006,16454,0.0293117,ORorBETA
29006,21435,0.0359966,ORorBETA
29006,21436,0.0323087,ORorBETA
29006,21437,0.0196596,ORorBETA
29006,21438,0.0198962,ORorBETA
29006,21439,0.0200168,ORorBETA
29006,21440,0.0194794,ORorBETA
29006,21441,0.0196765,ORorBETA
29006,21442,0.0230514,ORorBETA
29006,16921,0.0255347,ORorBETA
29006,21443,0.082304,ORorBETA
29006,21444,0.0672114,ORorBETA
29006,17265,0.020957,ORorBETA
29006,21445,0.0253701,ORorBETA
29006,21446,0.0238148,ORorBETA
29006,21447,0.0282059,ORorBETA
29006,21448,0.0230515,ORorBETA
29006,21449,0.0252592,ORorBETA
29006,21450,0.0166947,ORorBETA
29006,21451,0.0493584,ORorBETA
29006,21453,0.0163369,ORorBETA
29006,21454,0.0870835,ORorBETA
29006,11186,0.0410297,ORorBETA
29006,21455,0.022581,ORorBETA
29006,21456,0.042766,ORorBETA
29006,12209,0.0214605,ORorBETA
29006,15597,0.0206963,ORorBETA
29006,21457,0.01962,ORorBETA
29006,21458,0.0159832,ORorBETA
29006,21459,0.058179,ORorBETA
29006,21460,0.0185127,ORorBETA
29006,21461,0.0280938,ORorBETA
29006,21462,0.0255848,ORorBETA
29006,21463,0.0299448,ORorBETA
29006,21464,0.0275644,ORorBETA
29006,21465,0.023416,ORorBETA
29006,21466,0.0164875,ORorBETA
29006,21467,0.0189406,ORorBETA
29006,21469,0.0601547,ORorBETA
29006,21470,0.0177003,ORorBETA
29006,21471,0.0214244,ORorBETA
29006,21472,0.0193034,ORorBETA
29006,16456,0.0234978,ORorBETA
29006,21473,0.0292963,ORorBETA
29006,21474,0.0190915,ORorBETA
29006,21475,0.0590849,ORorBETA
29006,21476,0.0170482,ORorBETA
29006,21477,0.0183937,ORorBETA
29006,21263,0.016265,ORorBETA
29006,8304,0.0164819,ORorBETA
29006,18718,0.0243915,ORorBETA
29006,21478,0.0226584,ORorBETA
29006,21479,0.017108,ORorBETA
29006,21480,0.0271089,ORorBETA
29006,21481,0.0177651,ORorBETA
29006,21482,0.0289543,ORorBETA
29006,21483,0.0261372,ORorBETA
29006,21485,0.0278345,ORorBETA
29006,21486,0.033147,ORorBETA
29006,21487,0.0707669,ORorBETA
29006,21489,0.0256365,ORorBETA
29006,21490,0.0217566,ORorBETA
29006,21491,0.0266542,ORorBETA
29006,21492,0.0398451,ORorBETA
29006,21493,0.0207103,ORorBETA
29006,13104,0.0303439,ORorBETA
29006,21495,0.0185304,ORorBETA
29006,21496,0.0205792,ORorBETA
29006,21497,0.0199613,ORorBETA
29006,21498,0.0329464,ORorBETA
29006,21499,0.0263599,ORorBETA
29006,21501,0.01833,ORorBETA
29006,21502,0.0204333,ORorBETA
29006,21503,0.0194677,ORorBETA
29006,21504,0.0214991,ORorBETA
29006,21505,0.0282221,ORorBETA
29006,21508,0.0171984,ORorBETA
29006,21509,0.0362437,ORorBETA
29006,21511,0.0163961,ORorBETA
29006,21512,0.0197156,ORorBETA
29006,21513,0.0174234,ORorBETA
29006,21514,0.0163641,ORorBETA
29006,18640,0.0236796,ORorBETA
29006,21516,0.0225522,ORorBETA
29006,9728,0.0345745,ORorBETA
29006,21517,0.0244742,ORorBETA
29006,21518,0.0223352,ORorBETA
29006,21519,0.0214244,ORorBETA
29006,21520,0.026532,ORorBETA
29006,18182,0.0317172,ORorBETA
29006,21521,0.0249792,ORorBETA
29006,21522,0.0158376,ORorBETA
29006,21523,0.0198228,ORorBETA
29006,21524,0.017175,ORorBETA
29006,19708,0.0268392,ORorBETA
29006,21525,0.057924,ORorBETA
29006,21526,0.0502055,ORorBETA
29006,21527,0.0163178,ORorBETA
29006,21528,0.0364655,ORorBETA
29006,21529,0.0273654,ORorBETA
29006,21530,0.0347312,ORorBETA
29006,13518,0.0222595,ORorBETA
29006,16922,0.0183562,ORorBETA
29006,21531,0.0253999,ORorBETA
29006,21532,0.0191942,ORorBETA
29006,21533,0.0165186,ORorBETA
29006,21535,0.03415,ORorBETA
29006,21536,0.0368578,ORorBETA
29006,21537,0.0404142,ORorBETA
29006,21539,0.034899,ORorBETA
29006,21540,0.0396486,ORorBETA
29006,21541,0.0249691,ORorBETA
29006,21542,0.0200705,ORorBETA
29006,21543,0.0246049,ORorBETA
29006,21544,0.0410804,ORorBETA
29006,21545,0.0386557,ORorBETA
29006,21546,0.0536899,ORorBETA
29006,21547,0.0385326,ORorBETA
29006,21549,0.040693,ORorBETA
29006,21551,0.0401608,ORorBETA
29006,21552,0.0268207,ORorBETA
29006,21554,0.0262825,ORorBETA
29006,21555,0.0461289,ORorBETA
29006,10895,0.0184596,ORorBETA
29006,21556,0.0204002,ORorBETA
29006,21558,0.0174179,ORorBETA
29006,21560,0.0185538,ORorBETA
29006,21396,0.0199521,ORorBETA
29006,21561,0.028299,ORorBETA
29006,21562,0.0197202,ORorBETA
29006,21563,0.0245609,ORorBETA
29006,21564,0.0194482,ORorBETA
29006,17876,0.0312177,ORorBETA
29006,21565,0.023189,ORorBETA
29006,21566,0.0238957,ORorBETA
29006,17105,0.0174035,ORorBETA
29006,21567,0.0216682,ORorBETA
29006,21569,0.0310676,ORorBETA
29006,7050,0.0201678,ORorBETA
29006,21570,0.0211771,ORorBETA
29006,21571,0.0246643,ORorBETA
29006,21572,0.0206461,ORorBETA
29006,21573,0.0235724,ORorBETA
29006,21574,0.0208254,ORorBETA
29006,16905,0.0239071,ORorBETA
29006,21575,0.0223066,ORorBETA
29006,21576,0.0197814,ORorBETA
29006,21577,0.0237224,ORorBETA
29006,19585,0.0306127,ORorBETA
29006,21578,0.0209457,ORorBETA
29006,21579,0.0313037,ORorBETA
29006,21580,0.0177817,ORorBETA
29006,10126,0.0207417,ORorBETA
29006,21581,0.0176998,ORorBETA
29006,21582,0.0313944,ORorBETA
29006,21583,0.0277083,ORorBETA
29006,21585,0.0164744,ORorBETA
29006,21587,0.0210025,ORorBETA
29006,21588,0.0234261,ORorBETA
29006,21589,0.0178692,ORorBETA
29006,20033,0.022757,ORorBETA
29006,21590,0.0244836,ORorBETA
29006,11010,0.0344978,ORorBETA
29006,21591,0.0195923,ORorBETA
29006,21592,0.0188617,ORorBETA
29006,21593,0.0176517,ORorBETA
29006,21398,0.0164853,ORorBETA
29006,21399,0.0201757,ORorBETA
29006,21594,0.0248341,ORorBETA
29006,21595,0.020338,ORorBETA
29006,21596,0.0203006,ORorBETA
29006,15707,0.0224299,ORorBETA
29006,21413,0.0171964,ORorBETA
29006,21416,0.017952,ORorBETA
29006,21597,0.0205728,ORorBETA
29006,16234,0.0299572,ORorBETA
29006,21598,0.0310209,ORorBETA
29006,21599,0.0326707,ORorBETA
29006,14856,0.0338477,ORorBETA
29006,21600,0.0351117,ORorBETA
29006,21601,0.025777,ORorBETA
29006,12583,0.0195735,ORorBETA
29006,21602,0.0902636,ORorBETA
29006,21604,0.0173452,ORorBETA
29006,21605,0.0246281,ORorBETA
29006,21606,0.0223343,ORorBETA
29006,17559,0.0314057,ORorBETA
29006,21607,0.0235731,ORorBETA
29006,9100,0.0207398,ORorBETA
29006,21608,0.0322466,ORorBETA
29006,19763,0.0279205,ORorBETA
29006,21609,0.0206859,ORorBETA
29006,21610,0.0206765,ORorBETA
29006,21611,0.0157901,ORorBETA
29006,21612,0.0242475,ORorBETA
29006,13381,0.0312285,ORorBETA
29006,21613,0.0239145,ORorBETA
29006,21614,0.0312248,ORorBETA
29006,21615,0.0216048,ORorBETA
29006,21617,0.0229135,ORorBETA
29006,21618,0.0179035,ORorBETA
29006,21619,0.0260901,ORorBETA
29006,10736,0.0312717,ORorBETA
29006,21620,0.0247953,ORorBETA
29006,21621,0.0198725,ORorBETA
29006,21622,0.0185525,ORorBETA
29006,21623,0.0237876,ORorBETA
29006,17540,0.0218742,ORorBETA
29006,21624,0.0190514,ORorBETA
29006,21626,0.0165451,ORorBETA
29006,21627,0.0308634,ORorBETA
29006,21628,0.0242388,ORorBETA
29006,21629,0.0191651,ORorBETA
29006,21630,0.028343,ORorBETA
29006,9906,0.018139,ORorBETA
29006,21631,0.0216624,ORorBETA
29006,21632,0.0252366,ORorBETA
29006,21634,0.0256147,ORorBETA
29006,21635,0.0232092,ORorBETA
29006,21636,0.0223072,ORorBETA
29006,21637,0.0269729,ORorBETA
29006,21638,0.0283594,ORorBETA
29006,21639,0.0196371,ORorBETA
29006,21640,0.0303575,ORorBETA
29006,21641,0.0426261,ORorBETA
29006,21642,0.0548397,ORorBETA
29006,21643,0.0228771,ORorBETA
29006,21644,0.0202622,ORorBETA
29006,21645,0.0653082,ORorBETA
29006,21646,0.0193246,ORorBETA
29006,21647,0.0340564,ORorBETA
29006,21648,0.0273048,ORorBETA
29006,21649,0.0179194,ORorBETA
29006,21650,0.017737,ORorBETA
29006,17538,0.0348769,ORorBETA
29006,10699,0.0507,ORorBETA
29006,24710,0.0922,ORorBETA
29006,24711,0.0422,ORorBETA
29006,24712,0.0528,ORorBETA
29006,24713,0.0573,ORorBETA
29006,24714,0.7654,ORorBETA
29006,24716,1.7228,ORorBETA
29006,24742,1.0815,ORorBETA
29006,24744,0.1463,ORorBETA
29006,24746,0.8281,ORorBETA
29006,24748,0.9236,ORorBETA
29006,24750,2.3122,ORorBETA
29006,26297,0.0657382,ORorBETA
29006,23418,0.0613398,ORorBETA
29006,26052,0.0378514,ORorBETA
29006,26298,0.024164,ORorBETA
29006,26299,0.0542949,ORorBETA
29006,26300,0.0312082,ORorBETA
29006,26301,0.0566288,ORorBETA
29006,14700,0.0474047,ORorBETA
29006,26302,0.0220399,ORorBETA
29006,26303,0.0635925,ORorBETA
29006,26305,0.0189421,ORorBETA
29006,20528,0.0332369,ORorBETA
29006,26306,0.0179752,ORorBETA
29006,26307,0.0512316,ORorBETA
29006,26308,0.0313678,ORorBETA
29006,26309,0.0546972,ORorBETA
29006,26310,0.052201,ORorBETA
29006,26311,0.076244,ORorBETA
29006,26312,0.0303392,ORorBETA
29006,26313,0.0289655,ORorBETA
29006,11667,0.0560704,ORorBETA
29006,26314,0.0475091,ORorBETA
29006,26315,0.0419161,ORorBETA
29006,26316,0.021529,ORorBETA
29006,26317,0.0668967,ORorBETA
29006,26318,0.0182228,ORorBETA
29006,15531,0.0471479,ORorBETA
29006,8174,0.0181384,ORorBETA
29006,26319,0.0179433,ORorBETA
29006,8775,0.0180044,ORorBETA
29006,26320,0.0191647,ORorBETA
29006,26321,0.0238512,ORorBETA
29006,26322,0.0202592,ORorBETA
29006,26323,0.0439281,ORorBETA
29006,26324,0.0189614,ORorBETA
29006,24078,0.0245054,ORorBETA
29006,24079,0.0313447,ORorBETA
29006,26325,0.0264253,ORorBETA
29006,14173,0.041695,ORorBETA
29006,26327,0.0412885,ORorBETA
29006,26328,0.0216325,ORorBETA
29006,26329,0.0327577,ORorBETA
29006,18726,0.029011,ORorBETA
29006,26330,0.0320251,ORorBETA
29006,12255,0.028558,ORorBETA
29006,13724,0.0259304,ORorBETA
29006,26331,0.0183024,ORorBETA
29006,26332,0.020185,ORorBETA
29006,26333,0.022378,ORorBETA
29006,26334,0.0230659,ORorBETA
29006,26335,0.0496453,ORorBETA
29006,26336,0.0173208,ORorBETA
29006,14174,0.0179849,ORorBETA
29006,11679,0.034121,ORorBETA
29006,26337,0.0291954,ORorBETA
29006,26338,0.03821,ORorBETA
29006,26339,0.0300541,ORorBETA
29006,26340,0.0198049,ORorBETA
29006,12589,0.0189446,ORorBETA
29006,24004,0.0184048,ORorBETA
29006,26342,0.0222494,ORorBETA
